id,date,domain,srrank,traffic,unique_year_month
2047,2023-11-15,the-willowtree.com,474784,358,2023-11
2058,2023-12-15,the-willowtree.com,263616,867,2023-12
2794,2023-09-15,realparent.co.uk,540192,277,2023-09
2795,2023-10-15,realparent.co.uk,1056564,81,2023-10
2796,2023-11-15,realparent.co.uk,1028106,87,2023-11
2797,2023-12-15,realparent.co.uk,1188280,59,2023-12
2798,2023-01-15,pleasureprinciple.net,0,0,2023-01
2799,2023-02-15,pleasureprinciple.net,0,0,2023-02
2800,2023-03-15,pleasureprinciple.net,0,0,2023-03
2801,2023-04-15,pleasureprinciple.net,0,0,2023-04
2802,2023-05-15,pleasureprinciple.net,0,0,2023-05
2803,2023-06-15,pleasureprinciple.net,0,0,2023-06
2804,2023-07-15,pleasureprinciple.net,19168382,0,2023-07
2805,2023-08-15,pleasureprinciple.net,0,0,2023-08
2806,2023-09-15,pleasureprinciple.net,0,0,2023-09
2807,2023-10-15,pleasureprinciple.net,6626933,0,2023-10
2808,2023-11-15,pleasureprinciple.net,17986470,0,2023-11
2809,2023-12-15,pleasureprinciple.net,0,0,2023-12
2810,2023-01-15,earthlytaste.com,14640584,0,2023-01
2811,2023-02-15,earthlytaste.com,13556865,0,2023-02
2812,2023-03-15,earthlytaste.com,17455780,0,2023-03
2813,2023-04-15,earthlytaste.com,7627908,0,2023-04
2814,2023-05-15,earthlytaste.com,13277013,0,2023-05
2815,2023-06-15,earthlytaste.com,19487329,0,2023-06
2816,2023-07-15,earthlytaste.com,5588652,0,2023-07
2817,2023-08-15,earthlytaste.com,11654183,0,2023-08
2818,2023-09-15,earthlytaste.com,19105464,0,2023-09
2819,2023-10-15,earthlytaste.com,5390716,0,2023-10
2820,2023-11-15,earthlytaste.com,14960541,0,2023-11
2821,2023-12-15,earthlytaste.com,9049425,0,2023-12
2822,2023-01-15,lclarke.co.uk,12637541,0,2023-01
2823,2023-02-15,lclarke.co.uk,16888185,0,2023-02
2824,2023-03-15,lclarke.co.uk,7390526,0,2023-03
2825,2023-04-15,lclarke.co.uk,9186789,0,2023-04
2826,2023-05-15,lclarke.co.uk,10962853,0,2023-05
2827,2023-06-15,lclarke.co.uk,13153152,0,2023-06
2828,2023-07-15,lclarke.co.uk,7203469,0,2023-07
2829,2023-08-15,lclarke.co.uk,7120930,0,2023-08
2830,2023-09-15,lclarke.co.uk,16741591,0,2023-09
2831,2023-10-15,lclarke.co.uk,16450490,0,2023-10
2832,2023-11-15,lclarke.co.uk,6922220,0,2023-11
2833,2023-12-15,lclarke.co.uk,4914316,0,2023-12
2834,2023-01-15,quick-house-sales.com,19246995,0,2023-01
2835,2023-02-15,quick-house-sales.com,0,0,2023-02
2836,2023-03-15,quick-house-sales.com,0,0,2023-03
2837,2023-04-15,quick-house-sales.com,0,0,2023-04
2838,2023-05-15,quick-house-sales.com,18592013,0,2023-05
2839,2023-06-15,quick-house-sales.com,0,0,2023-06
2840,2023-07-15,quick-house-sales.com,0,0,2023-07
2841,2023-08-15,quick-house-sales.com,0,0,2023-08
2842,2023-09-15,quick-house-sales.com,0,0,2023-09
2843,2023-10-15,quick-house-sales.com,0,0,2023-10
2844,2023-11-15,quick-house-sales.com,0,0,2023-11
2845,2023-12-15,quick-house-sales.com,0,0,2023-12
2846,2023-01-15,rocketandrelish.com,1251936,64,2023-01
2847,2023-02-15,rocketandrelish.com,1637635,31,2023-02
2848,2023-03-15,rocketandrelish.com,928080,118,2023-03
2849,2023-04-15,rocketandrelish.com,1349602,43,2023-04
2850,2023-05-15,rocketandrelish.com,948278,99,2023-05
2851,2023-06-15,rocketandrelish.com,1011845,88,2023-06
2852,2023-07-15,rocketandrelish.com,938460,101,2023-07
2853,2023-08-15,rocketandrelish.com,1218188,58,2023-08
2854,2023-09-15,rocketandrelish.com,1337213,43,2023-09
2855,2023-10-15,rocketandrelish.com,1281866,52,2023-10
2856,2023-11-15,rocketandrelish.com,1808126,18,2023-11
2857,2023-12-15,rocketandrelish.com,2288689,8,2023-12
2858,2023-01-15,affectionatelypaws.com,4890849,0,2023-01
2859,2023-02-15,affectionatelypaws.com,11536176,0,2023-02
2860,2023-03-15,affectionatelypaws.com,9617038,0,2023-03
2861,2023-04-15,affectionatelypaws.com,0,0,2023-04
2862,2023-05-15,affectionatelypaws.com,9290810,0,2023-05
2863,2023-06-15,affectionatelypaws.com,13444245,0,2023-06
2864,2023-07-15,affectionatelypaws.com,11606567,0,2023-07
2865,2023-08-15,affectionatelypaws.com,13538942,0,2023-08
2866,2023-09-15,affectionatelypaws.com,13133573,0,2023-09
2867,2023-10-15,affectionatelypaws.com,7173969,0,2023-10
2868,2023-11-15,affectionatelypaws.com,5291094,0,2023-11
2869,2023-12-15,affectionatelypaws.com,12555798,0,2023-12
2870,2023-01-15,poppyandblush.com,8876741,0,2023-01
2871,2023-02-15,poppyandblush.com,0,0,2023-02
2872,2023-03-15,poppyandblush.com,0,0,2023-03
2873,2023-04-15,poppyandblush.com,0,0,2023-04
2874,2023-05-15,poppyandblush.com,0,0,2023-05
2875,2023-06-15,poppyandblush.com,0,0,2023-06
2876,2023-07-15,poppyandblush.com,0,0,2023-07
2877,2023-08-15,poppyandblush.com,0,0,2023-08
2878,2023-09-15,poppyandblush.com,0,0,2023-09
2879,2023-10-15,poppyandblush.com,0,0,2023-10
2880,2023-11-15,poppyandblush.com,0,0,2023-11
2881,2023-12-15,poppyandblush.com,0,0,2023-12
2882,2023-01-15,the-pudding.com,16250018,0,2023-01
2883,2023-02-15,the-pudding.com,4891263,0,2023-02
2040,2023-10-15,midlandstraveller.com,619529,225,2023-10
2049,2023-11-15,midlandstraveller.com,550868,279,2023-11
2051,2023-11-15,sparklesandstretchmarks.com,282726,802,2023-11
2056,2023-12-15,midlandstraveller.com,551430,269,2023-12
2062,2023-12-15,sparklesandstretchmarks.com,313221,671,2023-12
2077,2023-08-15,estateagentnetworking.co.uk,248439,945,2023-08
2079,2023-09-15,estateagentnetworking.co.uk,199448,1269,2023-09
2081,2023-10-15,estateagentnetworking.co.uk,219584,1132,2023-10
2082,2023-11-15,estateagentnetworking.co.uk,239270,1020,2023-11
2083,2023-12-15,estateagentnetworking.co.uk,360446,542,2023-12
2884,2023-03-15,the-pudding.com,4696398,0,2023-03
2885,2023-04-15,the-pudding.com,4459861,0,2023-04
2886,2023-05-15,the-pudding.com,12163855,0,2023-05
2887,2023-06-15,the-pudding.com,16425003,0,2023-06
2888,2023-07-15,the-pudding.com,14681374,0,2023-07
2889,2023-08-15,the-pudding.com,4322341,0,2023-08
2890,2023-09-15,the-pudding.com,12154359,0,2023-09
2891,2023-10-15,the-pudding.com,8125624,0,2023-10
2892,2023-11-15,the-pudding.com,15724418,0,2023-11
2893,2023-12-15,the-pudding.com,11629265,0,2023-12
2894,2023-01-15,twinmummyanddaddy.com,1268868,61,2023-01
2895,2023-02-15,twinmummyanddaddy.com,1049574,94,2023-02
2896,2023-03-15,twinmummyanddaddy.com,675304,217,2023-03
2897,2023-04-15,twinmummyanddaddy.com,919031,108,2023-04
2898,2023-05-15,twinmummyanddaddy.com,752864,157,2023-05
2899,2023-06-15,twinmummyanddaddy.com,935470,102,2023-06
2900,2023-07-15,twinmummyanddaddy.com,743553,161,2023-07
2901,2023-08-15,twinmummyanddaddy.com,931088,104,2023-08
2902,2023-09-15,twinmummyanddaddy.com,690210,180,2023-09
2903,2023-10-15,twinmummyanddaddy.com,854094,124,2023-10
2904,2023-11-15,twinmummyanddaddy.com,542210,287,2023-11
2905,2023-12-15,twinmummyanddaddy.com,541337,278,2023-12
2906,2023-01-15,entrepreneursbreak.com,2164027,13,2023-01
2907,2023-02-15,entrepreneursbreak.com,2148677,13,2023-02
2908,2023-03-15,entrepreneursbreak.com,2095249,13,2023-03
2909,2023-04-15,entrepreneursbreak.com,15674713,0,2023-04
2910,2023-05-15,entrepreneursbreak.com,11564397,0,2023-05
2911,2023-06-15,entrepreneursbreak.com,7791137,0,2023-06
2912,2023-07-15,entrepreneursbreak.com,5782416,0,2023-07
2913,2023-08-15,entrepreneursbreak.com,7740489,0,2023-08
2914,2023-09-15,entrepreneursbreak.com,147682,1908,2023-09
2915,2023-10-15,entrepreneursbreak.com,251474,932,2023-10
2916,2023-11-15,entrepreneursbreak.com,176305,1557,2023-11
2917,2023-12-15,entrepreneursbreak.com,577177,249,2023-12
2918,2023-01-15,packthepjs.com,734615,190,2023-01
2919,2023-02-15,packthepjs.com,919670,124,2023-02
2920,2023-03-15,packthepjs.com,475596,397,2023-03
2921,2023-04-15,packthepjs.com,1058151,80,2023-04
2922,2023-05-15,packthepjs.com,1159827,64,2023-05
2923,2023-06-15,packthepjs.com,221025,1110,2023-06
2924,2023-07-15,packthepjs.com,855184,122,2023-07
2925,2023-08-15,packthepjs.com,295129,738,2023-08
2926,2023-09-15,packthepjs.com,249558,924,2023-09
2927,2023-10-15,packthepjs.com,940384,103,2023-10
2928,2023-11-15,packthepjs.com,546945,282,2023-11
2929,2023-12-15,packthepjs.com,311578,677,2023-12
2930,2023-01-15,ibtimes.co.uk,53836,8026,2023-01
2931,2023-02-15,ibtimes.co.uk,57693,7427,2023-02
2932,2023-03-15,ibtimes.co.uk,68527,5944,2023-03
2933,2023-04-15,ibtimes.co.uk,74713,4689,2023-04
2934,2023-05-15,ibtimes.co.uk,75644,4537,2023-05
2935,2023-06-15,ibtimes.co.uk,54430,6764,2023-06
2936,2023-07-15,ibtimes.co.uk,65800,5345,2023-07
2937,2023-08-15,ibtimes.co.uk,22679,19902,2023-08
2938,2023-09-15,ibtimes.co.uk,59904,5993,2023-09
2939,2023-10-15,ibtimes.co.uk,52688,7052,2023-10
2940,2023-11-15,ibtimes.co.uk,70716,5001,2023-11
2941,2023-12-15,ibtimes.co.uk,70811,4965,2023-12
2942,2023-01-15,gudstory.com,27165,18604,2023-01
2943,2023-02-15,gudstory.com,29745,16708,2023-02
2944,2023-03-15,gudstory.com,39009,11911,2023-03
2945,2023-04-15,gudstory.com,58719,6307,2023-04
2946,2023-05-15,gudstory.com,49179,7719,2023-05
2947,2023-06-15,gudstory.com,41099,9554,2023-06
2948,2023-07-15,gudstory.com,40323,9756,2023-07
2949,2023-08-15,gudstory.com,38029,10632,2023-08
2950,2023-09-15,gudstory.com,88790,3665,2023-09
2951,2023-10-15,gudstory.com,127397,2342,2023-10
2952,2023-11-15,gudstory.com,143980,2034,2023-11
2953,2023-12-15,gudstory.com,428507,410,2023-12
2954,2023-01-15,thefrisky.com,119616,2941,2023-01
2955,2023-02-15,thefrisky.com,142106,2362,2023-02
2956,2023-03-15,thefrisky.com,119460,2929,2023-03
2957,2023-04-15,thefrisky.com,114977,2713,2023-04
2958,2023-05-15,thefrisky.com,122222,2468,2023-05
2959,2023-06-15,thefrisky.com,123798,2417,2023-06
2960,2023-07-15,thefrisky.com,90015,3622,2023-07
2961,2023-08-15,thefrisky.com,71945,4842,2023-08
2962,2023-09-15,thefrisky.com,134315,2161,2023-09
2963,2023-10-15,thefrisky.com,233241,1040,2023-10
2964,2023-11-15,thefrisky.com,211654,1211,2023-11
2965,2023-12-15,thefrisky.com,295367,734,2023-12
3440,2023-07-15,businessmanchester.co.uk,56830,6393,2023-07
2041,2023-10-15,sparklesandstretchmarks.com,537879,287,2023-10
2050,2023-01-15,mytunbridgewells.com,39868,11617,2023-01
2059,2023-02-15,mytunbridgewells.com,39612,11801,2023-02
2060,2023-01-15,estateagentnetworking.co.uk,320769,753,2023-01
2063,2023-03-15,mytunbridgewells.com,33114,14617,2023-03
2064,2023-02-15,estateagentnetworking.co.uk,349951,663,2023-02
2065,2023-04-15,mytunbridgewells.com,53332,7108,2023-04
2066,2023-03-15,estateagentnetworking.co.uk,276357,924,2023-03
2067,2023-05-15,mytunbridgewells.com,42821,9148,2023-05
2068,2023-04-15,estateagentnetworking.co.uk,248343,956,2023-04
2069,2023-06-15,mytunbridgewells.com,42171,9254,2023-06
2070,2023-05-15,estateagentnetworking.co.uk,190174,1370,2023-05
2071,2023-07-15,mytunbridgewells.com,42392,9187,2023-07
2072,2023-06-15,estateagentnetworking.co.uk,254458,908,2023-06
2073,2023-08-15,mytunbridgewells.com,35618,11525,2023-08
2074,2023-07-15,estateagentnetworking.co.uk,122830,2433,2023-07
2075,2023-09-15,mytunbridgewells.com,36585,10989,2023-09
2076,2023-10-15,mytunbridgewells.com,32969,12450,2023-10
2078,2023-11-15,mytunbridgewells.com,59556,6165,2023-11
2080,2023-12-15,mytunbridgewells.com,67652,5257,2023-12
2966,2023-01-15,computertechreviews.com,1564346,34,2023-01
2967,2023-02-15,computertechreviews.com,1143920,78,2023-02
2968,2023-03-15,computertechreviews.com,429374,471,2023-03
2969,2023-04-15,computertechreviews.com,693777,184,2023-04
2970,2023-05-15,computertechreviews.com,1407074,39,2023-05
2971,2023-06-15,computertechreviews.com,1655079,23,2023-06
2972,2023-07-15,computertechreviews.com,1411516,39,2023-07
2973,2023-08-15,computertechreviews.com,514240,310,2023-08
2974,2023-09-15,computertechreviews.com,963043,94,2023-09
2975,2023-10-15,computertechreviews.com,453078,382,2023-10
2976,2023-11-15,computertechreviews.com,1240463,57,2023-11
2977,2023-12-15,computertechreviews.com,1596098,25,2023-12
2978,2023-01-15,abcmoney.co.uk,2905979,5,2023-01
2979,2023-02-15,abcmoney.co.uk,330473,723,2023-02
2980,2023-03-15,abcmoney.co.uk,13176564,0,2023-03
2981,2023-04-15,abcmoney.co.uk,901942,113,2023-04
2982,2023-05-15,abcmoney.co.uk,531019,292,2023-05
2983,2023-06-15,abcmoney.co.uk,472049,354,2023-06
2984,2023-07-15,abcmoney.co.uk,355648,552,2023-07
2985,2023-08-15,abcmoney.co.uk,322238,646,2023-08
2986,2023-09-15,abcmoney.co.uk,378388,496,2023-09
2987,2023-10-15,abcmoney.co.uk,959724,98,2023-10
2988,2023-11-15,abcmoney.co.uk,349831,582,2023-11
2989,2023-12-15,abcmoney.co.uk,339810,593,2023-12
2990,2023-01-15,theedinburghreporter.co.uk,33687,14364,2023-01
2991,2023-02-15,theedinburghreporter.co.uk,31751,15458,2023-02
2992,2023-03-15,theedinburghreporter.co.uk,34297,13982,2023-03
2993,2023-04-15,theedinburghreporter.co.uk,35611,11664,2023-04
2994,2023-05-15,theedinburghreporter.co.uk,36462,11149,2023-05
2995,2023-06-15,theedinburghreporter.co.uk,32404,12831,2023-06
2996,2023-07-15,theedinburghreporter.co.uk,27023,15938,2023-07
2997,2023-08-15,theedinburghreporter.co.uk,27982,15445,2023-08
2998,2023-09-15,theedinburghreporter.co.uk,28614,14837,2023-09
2999,2023-10-15,theedinburghreporter.co.uk,21611,20724,2023-10
3000,2023-11-15,theedinburghreporter.co.uk,31117,13575,2023-11
3001,2023-12-15,theedinburghreporter.co.uk,12286,40590,2023-12
3002,2023-01-15,theexeterdaily.co.uk,130617,2624,2023-01
3003,2023-02-15,theexeterdaily.co.uk,140173,2405,2023-02
3004,2023-03-15,theexeterdaily.co.uk,120043,2911,2023-03
3005,2023-04-15,theexeterdaily.co.uk,192942,1364,2023-04
3006,2023-05-15,theexeterdaily.co.uk,185188,1421,2023-05
3007,2023-06-15,theexeterdaily.co.uk,152915,1835,2023-06
3008,2023-07-15,theexeterdaily.co.uk,175941,1511,2023-07
3009,2023-08-15,theexeterdaily.co.uk,169973,1603,2023-08
3010,2023-09-15,theexeterdaily.co.uk,145459,1945,2023-09
3011,2023-10-15,theexeterdaily.co.uk,97839,3278,2023-10
3012,2023-11-15,theexeterdaily.co.uk,120908,2549,2023-11
3013,2023-12-15,theexeterdaily.co.uk,140230,2081,2023-12
3014,2023-01-15,thedevondaily.co.uk,150242,2183,2023-01
3015,2023-02-15,thedevondaily.co.uk,138269,2447,2023-02
3016,2023-03-15,thedevondaily.co.uk,144007,2288,2023-03
3017,2023-04-15,thedevondaily.co.uk,244389,978,2023-04
3018,2023-05-15,thedevondaily.co.uk,270879,832,2023-05
3019,2023-06-15,thedevondaily.co.uk,225699,1079,2023-06
3020,2023-07-15,thedevondaily.co.uk,197290,1295,2023-07
3021,2023-08-15,thedevondaily.co.uk,219242,1130,2023-08
3022,2023-09-15,thedevondaily.co.uk,198325,1279,2023-09
3023,2023-10-15,thedevondaily.co.uk,190034,1383,2023-10
3024,2023-11-15,thedevondaily.co.uk,141799,2076,2023-11
3025,2023-12-15,thedevondaily.co.uk,108210,2908,2023-12
3026,2023-01-15,greenunion.co.uk,888269,133,2023-01
3027,2023-02-15,greenunion.co.uk,828834,152,2023-02
3028,2023-03-15,greenunion.co.uk,747935,179,2023-03
3029,2023-04-15,greenunion.co.uk,852605,125,2023-04
3030,2023-05-15,greenunion.co.uk,803162,140,2023-05
3031,2023-06-15,greenunion.co.uk,552150,273,2023-06
3032,2023-07-15,greenunion.co.uk,701334,178,2023-07
3033,2023-08-15,greenunion.co.uk,916672,108,2023-08
3034,2023-09-15,greenunion.co.uk,600998,230,2023-09
3035,2023-10-15,greenunion.co.uk,760550,155,2023-10
3036,2023-11-15,greenunion.co.uk,802134,142,2023-11
2042,2023-12-15,marketme.co.uk,2059151,11,2023-12
2044,2023-11-15,skinnedcartree.com,310384,698,2023-11
2055,2023-12-15,skinnedcartree.com,303272,706,2023-12
3037,2023-12-15,greenunion.co.uk,844616,123,2023-12
3038,2023-01-15,mikemyers.co.uk,925318,122,2023-01
3039,2023-02-15,mikemyers.co.uk,826109,153,2023-02
3040,2023-03-15,mikemyers.co.uk,676567,216,2023-03
3041,2023-04-15,mikemyers.co.uk,707780,178,2023-04
3042,2023-05-15,mikemyers.co.uk,904793,111,2023-05
3043,2023-06-15,mikemyers.co.uk,842390,127,2023-06
3044,2023-07-15,mikemyers.co.uk,489054,332,2023-07
3045,2023-08-15,mikemyers.co.uk,533704,290,2023-08
3046,2023-09-15,mikemyers.co.uk,584407,242,2023-09
3047,2023-10-15,mikemyers.co.uk,463911,367,2023-10
3048,2023-11-15,mikemyers.co.uk,564528,268,2023-11
3049,2023-12-15,mikemyers.co.uk,618135,221,2023-12
3050,2023-01-15,welshmum.co.uk,87276,4401,2023-01
3051,2023-02-15,welshmum.co.uk,87951,4383,2023-02
3052,2023-03-15,welshmum.co.uk,92725,4062,2023-03
3053,2023-04-15,welshmum.co.uk,116885,2655,2023-04
3054,2023-05-15,welshmum.co.uk,113690,2714,2023-05
3055,2023-06-15,welshmum.co.uk,111696,2757,2023-06
3056,2023-07-15,welshmum.co.uk,85312,3870,2023-07
3057,2023-08-15,welshmum.co.uk,75954,4526,2023-08
3058,2023-09-15,welshmum.co.uk,69112,5030,2023-09
3059,2023-10-15,welshmum.co.uk,94225,3436,2023-10
3060,2023-11-15,welshmum.co.uk,94568,3481,2023-11
3061,2023-12-15,welshmum.co.uk,114159,2712,2023-12
3062,2023-01-15,enjoytheadventure.co.uk,927010,121,2023-01
3063,2023-02-15,enjoytheadventure.co.uk,1024241,99,2023-02
3064,2023-03-15,enjoytheadventure.co.uk,774600,169,2023-03
3065,2023-04-15,enjoytheadventure.co.uk,974503,95,2023-04
3066,2023-05-15,enjoytheadventure.co.uk,1067048,78,2023-05
3067,2023-06-15,enjoytheadventure.co.uk,1122724,71,2023-06
3068,2023-07-15,enjoytheadventure.co.uk,1047749,81,2023-07
3069,2023-08-15,enjoytheadventure.co.uk,923739,106,2023-08
3070,2023-09-15,enjoytheadventure.co.uk,887866,113,2023-09
3071,2023-10-15,enjoytheadventure.co.uk,1106896,74,2023-10
3072,2023-11-15,enjoytheadventure.co.uk,475102,358,2023-11
3073,2023-12-15,enjoytheadventure.co.uk,532899,285,2023-12
3074,2023-01-15,gonetravelling.co.uk,1012184,101,2023-01
3075,2023-02-15,gonetravelling.co.uk,1261423,63,2023-02
3076,2023-03-15,gonetravelling.co.uk,990065,103,2023-03
3077,2023-04-15,gonetravelling.co.uk,665841,200,2023-04
3078,2023-05-15,gonetravelling.co.uk,654679,204,2023-05
3079,2023-06-15,gonetravelling.co.uk,427352,416,2023-06
3080,2023-07-15,gonetravelling.co.uk,510717,311,2023-07
3081,2023-08-15,gonetravelling.co.uk,441789,397,2023-08
3082,2023-09-15,gonetravelling.co.uk,457268,366,2023-09
3083,2023-10-15,gonetravelling.co.uk,655318,205,2023-10
3084,2023-11-15,gonetravelling.co.uk,471103,363,2023-11
3085,2023-12-15,gonetravelling.co.uk,713134,171,2023-12
3086,2023-01-15,lifestyledaily.co.uk,393409,550,2023-01
3087,2023-02-15,lifestyledaily.co.uk,334428,711,2023-02
3088,2023-03-15,lifestyledaily.co.uk,346507,659,2023-03
3089,2023-04-15,lifestyledaily.co.uk,325282,643,2023-04
3090,2023-05-15,lifestyledaily.co.uk,394706,473,2023-05
3091,2023-06-15,lifestyledaily.co.uk,357147,551,2023-06
3092,2023-07-15,lifestyledaily.co.uk,342709,585,2023-07
3093,2023-08-15,lifestyledaily.co.uk,286927,769,2023-08
3094,2023-09-15,lifestyledaily.co.uk,309028,677,2023-09
3095,2023-10-15,lifestyledaily.co.uk,275117,820,2023-10
3096,2023-11-15,lifestyledaily.co.uk,258262,913,2023-11
3097,2023-12-15,lifestyledaily.co.uk,245940,960,2023-12
3098,2023-01-15,pat.org.uk,271656,962,2023-01
3099,2023-02-15,pat.org.uk,370811,606,2023-02
3100,2023-03-15,pat.org.uk,274396,933,2023-03
3101,2023-04-15,pat.org.uk,394166,479,2023-04
3102,2023-05-15,pat.org.uk,456815,375,2023-05
3103,2023-06-15,pat.org.uk,433019,407,2023-06
3104,2023-07-15,pat.org.uk,404812,451,2023-07
3105,2023-08-15,pat.org.uk,354284,560,2023-08
3106,2023-09-15,pat.org.uk,411294,434,2023-09
3107,2023-10-15,pat.org.uk,323130,645,2023-10
3108,2023-11-15,pat.org.uk,319312,668,2023-11
3109,2023-12-15,pat.org.uk,267363,850,2023-12
3110,2023-01-15,fashioncapital.co.uk,263979,1005,2023-01
3111,2023-02-15,fashioncapital.co.uk,222679,1286,2023-02
3112,2023-03-15,fashioncapital.co.uk,52007,8378,2023-03
3113,2023-04-15,fashioncapital.co.uk,134586,2212,2023-04
3114,2023-05-15,fashioncapital.co.uk,191843,1354,2023-05
3115,2023-06-15,fashioncapital.co.uk,158495,1747,2023-06
3116,2023-07-15,fashioncapital.co.uk,171225,1568,2023-07
3117,2023-08-15,fashioncapital.co.uk,182890,1452,2023-08
3118,2023-09-15,fashioncapital.co.uk,105146,2960,2023-09
3119,2023-10-15,fashioncapital.co.uk,103032,3070,2023-10
3120,2023-11-15,fashioncapital.co.uk,109699,2889,2023-11
3121,2023-12-15,fashioncapital.co.uk,132348,2247,2023-12
3122,2023-01-15,explorersagainstextinction.co.uk,542130,325,2023-01
3123,2023-02-15,explorersagainstextinction.co.uk,583926,288,2023-02
3124,2023-03-15,explorersagainstextinction.co.uk,489456,380,2023-03
3125,2023-04-15,explorersagainstextinction.co.uk,705530,179,2023-04
2043,2023-11-15,suburban-mum.com,524903,304,2023-11
2054,2023-12-15,suburban-mum.com,247493,951,2023-12
3126,2023-05-15,explorersagainstextinction.co.uk,677831,191,2023-05
3127,2023-06-15,explorersagainstextinction.co.uk,610032,230,2023-06
3128,2023-07-15,explorersagainstextinction.co.uk,609921,229,2023-07
3129,2023-08-15,explorersagainstextinction.co.uk,648105,209,2023-08
3130,2023-09-15,explorersagainstextinction.co.uk,707648,173,2023-09
3131,2023-10-15,explorersagainstextinction.co.uk,715694,175,2023-10
3132,2023-11-15,explorersagainstextinction.co.uk,866011,122,2023-11
3133,2023-12-15,explorersagainstextinction.co.uk,762283,150,2023-12
3134,2023-01-15,newsfromwales.co.uk,138576,2428,2023-01
3135,2023-02-15,newsfromwales.co.uk,106864,3418,2023-02
3136,2023-03-15,newsfromwales.co.uk,172122,1802,2023-03
3137,2023-04-15,newsfromwales.co.uk,121359,2532,2023-04
3138,2023-05-15,newsfromwales.co.uk,196624,1310,2023-05
3139,2023-06-15,newsfromwales.co.uk,151740,1854,2023-06
3140,2023-07-15,newsfromwales.co.uk,117027,2590,2023-07
3141,2023-08-15,newsfromwales.co.uk,128713,2316,2023-08
3142,2023-09-15,newsfromwales.co.uk,195231,1307,2023-09
3143,2023-10-15,newsfromwales.co.uk,160057,1737,2023-10
3144,2023-11-15,newsfromwales.co.uk,299146,737,2023-11
3145,2023-12-15,newsfromwales.co.uk,283861,779,2023-12
3146,2023-01-15,westlondonliving.co.uk,242846,1131,2023-01
3147,2023-02-15,westlondonliving.co.uk,293886,862,2023-02
3148,2023-03-15,westlondonliving.co.uk,213573,1338,2023-03
3149,2023-04-15,westlondonliving.co.uk,223823,1108,2023-04
3150,2023-05-15,westlondonliving.co.uk,222784,1102,2023-05
3151,2023-06-15,westlondonliving.co.uk,231039,1043,2023-06
3152,2023-07-15,westlondonliving.co.uk,210974,1180,2023-07
3153,2023-08-15,westlondonliving.co.uk,203411,1255,2023-08
3154,2023-09-15,westlondonliving.co.uk,218361,1119,2023-09
3155,2023-10-15,westlondonliving.co.uk,219215,1134,2023-10
3156,2023-11-15,westlondonliving.co.uk,171650,1612,2023-11
3157,2023-12-15,westlondonliving.co.uk,170826,1600,2023-12
3158,2023-01-15,talk-retail.co.uk,541841,325,2023-01
3159,2023-02-15,talk-retail.co.uk,563886,307,2023-02
3160,2023-03-15,talk-retail.co.uk,457023,424,2023-03
3161,2023-04-15,talk-retail.co.uk,364494,541,2023-04
3162,2023-05-15,talk-retail.co.uk,100794,3162,2023-05
3163,2023-06-15,talk-retail.co.uk,90183,3619,2023-06
3164,2023-07-15,talk-retail.co.uk,69809,4963,2023-07
3165,2023-08-15,talk-retail.co.uk,59878,6078,2023-08
3166,2023-09-15,talk-retail.co.uk,110489,2779,2023-09
3167,2023-10-15,talk-retail.co.uk,149066,1911,2023-10
3168,2023-11-15,talk-retail.co.uk,123478,2482,2023-11
3169,2023-12-15,talk-retail.co.uk,111306,2803,2023-12
3170,2023-01-15,eagle.co.ug,456319,433,2023-01
3171,2023-02-15,eagle.co.ug,510270,363,2023-02
3172,2023-03-15,eagle.co.ug,572578,291,2023-03
3173,2023-04-15,eagle.co.ug,549371,278,2023-04
3174,2023-05-15,eagle.co.ug,518394,305,2023-05
3175,2023-06-15,eagle.co.ug,508397,314,2023-06
3176,2023-07-15,eagle.co.ug,619488,223,2023-07
3177,2023-08-15,eagle.co.ug,616780,226,2023-08
3178,2023-09-15,eagle.co.ug,564357,258,2023-09
3179,2023-10-15,eagle.co.ug,739147,165,2023-10
3180,2023-11-15,eagle.co.ug,723727,173,2023-11
3181,2023-12-15,eagle.co.ug,737497,160,2023-12
3182,2023-01-15,toddleabout.co.uk,49861,8813,2023-01
3183,2023-02-15,toddleabout.co.uk,52167,8404,2023-02
3184,2023-03-15,toddleabout.co.uk,56546,7560,2023-03
3185,2023-04-15,toddleabout.co.uk,69507,5121,2023-04
3186,2023-05-15,toddleabout.co.uk,59895,6058,2023-05
3187,2023-06-15,toddleabout.co.uk,68241,5124,2023-06
3188,2023-07-15,toddleabout.co.uk,64895,5436,2023-07
3189,2023-08-15,toddleabout.co.uk,70984,4923,2023-08
3190,2023-09-15,toddleabout.co.uk,67881,5144,2023-09
3191,2023-10-15,toddleabout.co.uk,94659,3417,2023-10
3192,2023-11-15,toddleabout.co.uk,130290,2318,2023-11
3193,2023-12-15,toddleabout.co.uk,102175,3125,2023-12
3194,2023-01-15,glasgowarchitecture.co.uk,154098,2111,2023-01
3195,2023-02-15,glasgowarchitecture.co.uk,138371,2445,2023-02
3196,2023-03-15,glasgowarchitecture.co.uk,120412,2899,2023-03
3197,2023-04-15,glasgowarchitecture.co.uk,170000,1619,2023-04
3198,2023-05-15,glasgowarchitecture.co.uk,178676,1492,2023-05
3199,2023-06-15,glasgowarchitecture.co.uk,147868,1918,2023-06
