id,date,domain,srrank,traffic,unique_year_month
1723,2023-12-15,ricecakesandraisins.co.uk,1417355,36,2023-12
1724,2023-01-15,fashion-mommy.com,1110658,83,2023-01
1725,2023-02-15,fashion-mommy.com,893972,131,2023-02
1726,2023-03-15,fashion-mommy.com,762073,173,2023-03
1727,2023-04-15,fashion-mommy.com,958718,98,2023-04
1728,2023-05-15,fashion-mommy.com,834078,130,2023-05
1729,2023-06-15,fashion-mommy.com,683566,187,2023-06
1730,2023-07-15,fashion-mommy.com,854283,122,2023-07
1731,2023-08-15,fashion-mommy.com,893670,114,2023-08
1732,2023-09-15,fashion-mommy.com,1305486,46,2023-09
1733,2023-10-15,fashion-mommy.com,1359352,43,2023-10
1734,2023-11-15,fashion-mommy.com,1105757,74,2023-11
1735,2023-12-15,fashion-mommy.com,1078724,74,2023-12
1736,2023-01-15,kateonthinice.com,7435450,0,2023-01
1737,2023-02-15,kateonthinice.com,3927414,1,2023-02
1738,2023-03-15,kateonthinice.com,4020324,1,2023-03
1739,2023-04-15,kateonthinice.com,1923993,14,2023-04
1740,2023-05-15,kateonthinice.com,2842479,3,2023-05
1741,2023-06-15,kateonthinice.com,1972637,13,2023-06
1742,2023-07-15,kateonthinice.com,18683020,0,2023-07
1743,2023-08-15,kateonthinice.com,1072340,77,2023-08
1744,2023-09-15,kateonthinice.com,1969132,13,2023-09
1745,2023-10-15,kateonthinice.com,1861519,16,2023-10
1746,2023-11-15,kateonthinice.com,1675964,22,2023-11
1747,2023-12-15,kateonthinice.com,1860690,16,2023-12
1748,2023-01-15,simslife.co.uk,396562,542,2023-01
1749,2023-02-15,simslife.co.uk,423718,491,2023-02
1750,2023-03-15,simslife.co.uk,397814,531,2023-03
1751,2023-04-15,simslife.co.uk,549497,278,2023-04
1752,2023-05-15,simslife.co.uk,579386,253,2023-05
1753,2023-06-15,simslife.co.uk,586962,247,2023-06
1754,2023-07-15,simslife.co.uk,601969,234,2023-07
1755,2023-08-15,simslife.co.uk,649559,208,2023-08
1756,2023-09-15,simslife.co.uk,660685,194,2023-09
1757,2023-10-15,simslife.co.uk,446514,391,2023-10
1758,2023-11-15,simslife.co.uk,377308,517,2023-11
1759,2023-12-15,simslife.co.uk,323381,639,2023-12
1760,2023-01-15,clairemac.co.uk,624922,256,2023-01
1761,2023-02-15,clairemac.co.uk,562415,309,2023-02
1762,2023-03-15,clairemac.co.uk,569851,294,2023-03
1763,2023-04-15,clairemac.co.uk,958646,98,2023-04
1764,2023-05-15,clairemac.co.uk,955833,97,2023-05
1765,2023-06-15,clairemac.co.uk,986217,92,2023-06
1766,2023-07-15,clairemac.co.uk,1171309,63,2023-07
1767,2023-08-15,clairemac.co.uk,1018784,88,2023-08
1768,2023-09-15,clairemac.co.uk,1027080,83,2023-09
1769,2023-10-15,clairemac.co.uk,851049,125,2023-10
1770,2023-11-15,clairemac.co.uk,677206,194,2023-11
1771,2023-12-15,clairemac.co.uk,524014,294,2023-12
1772,2023-01-15,wood-create.com,67417,6097,2023-01
1773,2023-02-15,wood-create.com,65575,6339,2023-02
1774,2023-03-15,wood-create.com,65805,6246,2023-03
1775,2023-04-15,wood-create.com,22452,20397,2023-04
1776,2023-05-15,wood-create.com,39515,10105,2023-05
1777,2023-06-15,wood-create.com,40027,9885,2023-06
1778,2023-07-15,wood-create.com,47968,7879,2023-07
1779,2023-08-15,wood-create.com,38276,10546,2023-08
1780,2023-09-15,wood-create.com,37120,10792,2023-09
1781,2023-10-15,wood-create.com,70389,4941,2023-10
1782,2023-11-15,wood-create.com,101286,3192,2023-11
1783,2023-12-15,wood-create.com,81793,4143,2023-12
1784,2023-01-15,travelvixta.com,726342,194,2023-01
1785,2023-02-15,travelvixta.com,600096,275,2023-02
1786,2023-03-15,travelvixta.com,465180,412,2023-03
1787,2023-04-15,travelvixta.com,535732,291,2023-04
1788,2023-05-15,travelvixta.com,583770,249,2023-05
1789,2023-06-15,travelvixta.com,652562,205,2023-06
1790,2023-07-15,travelvixta.com,589018,243,2023-07
1791,2023-08-15,travelvixta.com,657826,203,2023-08
1792,2023-09-15,travelvixta.com,590019,238,2023-09
1793,2023-10-15,travelvixta.com,188635,1397,2023-10
1794,2023-11-15,travelvixta.com,247680,969,2023-11
1795,2023-12-15,travelvixta.com,257854,896,2023-12
1796,2023-01-15,healthyvix.com,1757959,24,2023-01
1797,2023-02-15,healthyvix.com,1754987,25,2023-02
1798,2023-03-15,healthyvix.com,1331374,52,2023-03
1799,2023-04-15,healthyvix.com,1582561,27,2023-04
1800,2023-05-15,healthyvix.com,1749676,19,2023-05
1801,2023-06-15,healthyvix.com,1670855,22,2023-06
1802,2023-07-15,healthyvix.com,1699153,21,2023-07
1803,2023-08-15,healthyvix.com,1736415,20,2023-08
1804,2023-09-15,healthyvix.com,2136962,10,2023-09
1805,2023-10-15,healthyvix.com,2244438,8,2023-10
1806,2023-11-15,healthyvix.com,1875033,16,2023-11
1807,2023-12-15,healthyvix.com,1686459,22,2023-12
1808,2023-01-15,yeahlifestyle.com,143310,2323,2023-01
1809,2023-02-15,yeahlifestyle.com,139351,2423,2023-02
1810,2023-03-15,yeahlifestyle.com,164426,1919,2023-03
1811,2023-04-15,yeahlifestyle.com,86458,3902,2023-04
1812,2023-05-15,yeahlifestyle.com,186835,1403,2023-05
1813,2023-06-15,yeahlifestyle.com,160916,1712,2023-06
1814,2023-07-15,yeahlifestyle.com,138820,2078,2023-07
1815,2023-08-15,yeahlifestyle.com,164224,1677,2023-08
1816,2023-09-15,yeahlifestyle.com,140516,2035,2023-09
1817,2023-10-15,yeahlifestyle.com,210834,1198,2023-10
1818,2023-11-15,yeahlifestyle.com,149754,1931,2023-11
1819,2023-12-15,yeahlifestyle.com,153941,1837,2023-12
1820,2023-01-15,captainbobcat.com,367513,611,2023-01
1821,2023-02-15,captainbobcat.com,412944,512,2023-02
1822,2023-03-15,captainbobcat.com,416915,492,2023-03
1823,2023-04-15,captainbobcat.com,402082,465,2023-04
1824,2023-05-15,captainbobcat.com,391788,479,2023-05
1825,2023-06-15,captainbobcat.com,379282,502,2023-06
1826,2023-07-15,captainbobcat.com,366947,525,2023-07
1827,2023-08-15,captainbobcat.com,455667,378,2023-08
1828,2023-09-15,captainbobcat.com,556964,264,2023-09
1829,2023-10-15,captainbobcat.com,519610,305,2023-10
1830,2023-11-15,captainbobcat.com,298378,740,2023-11
1831,2023-12-15,captainbobcat.com,197894,1308,2023-12
1832,2023-01-15,therarewelshbit.com,63243,6600,2023-01
1833,2023-02-15,therarewelshbit.com,65927,6296,2023-02
1834,2023-03-15,therarewelshbit.com,81721,4771,2023-03
1835,2023-04-15,therarewelshbit.com,79864,4313,2023-04
1836,2023-05-15,therarewelshbit.com,76366,4487,2023-05
1837,2023-06-15,therarewelshbit.com,63816,5563,2023-06
1838,2023-07-15,therarewelshbit.com,74262,4597,2023-07
1839,2023-08-15,therarewelshbit.com,49358,7723,2023-08
1840,2023-09-15,therarewelshbit.com,52161,7116,2023-09
1841,2023-10-15,therarewelshbit.com,116082,2640,2023-10
1842,2023-11-15,therarewelshbit.com,80997,4224,2023-11
1843,2023-12-15,therarewelshbit.com,67533,5268,2023-12
1844,2023-01-15,stressedmum.co.uk,602711,271,2023-01
1845,2023-02-15,stressedmum.co.uk,640725,246,2023-02
1846,2023-03-15,stressedmum.co.uk,739638,183,2023-03
1847,2023-04-15,stressedmum.co.uk,798108,142,2023-04
1848,2023-05-15,stressedmum.co.uk,861664,121,2023-05
1849,2023-06-15,stressedmum.co.uk,872772,118,2023-06
1850,2023-07-15,stressedmum.co.uk,771792,149,2023-07
1851,2023-08-15,stressedmum.co.uk,896077,114,2023-08
1852,2023-09-15,stressedmum.co.uk,779676,144,2023-09
1853,2023-10-15,stressedmum.co.uk,871183,120,2023-10
1854,2023-11-15,stressedmum.co.uk,661358,204,2023-11
1855,2023-12-15,stressedmum.co.uk,527426,291,2023-12
1856,2023-01-15,whingewhingewine.co.uk,160735,1993,2023-01
1857,2023-02-15,whingewhingewine.co.uk,165327,1932,2023-02
1858,2023-03-15,whingewhingewine.co.uk,173508,1782,2023-03
1859,2023-04-15,whingewhingewine.co.uk,199682,1301,2023-04
1860,2023-05-15,whingewhingewine.co.uk,219276,1127,2023-05
1861,2023-06-15,whingewhingewine.co.uk,180235,1471,2023-06
1862,2023-07-15,whingewhingewine.co.uk,166380,1631,2023-07
1863,2023-08-15,whingewhingewine.co.uk,169948,1603,2023-08
1864,2023-09-15,whingewhingewine.co.uk,164596,1648,2023-09
1865,2023-10-15,whingewhingewine.co.uk,256489,906,2023-10
1866,2023-11-15,whingewhingewine.co.uk,138177,2148,2023-11
1867,2023-12-15,whingewhingewine.co.uk,128537,2334,2023-12
1868,2023-01-15,motherhoodtherealdeal.com,711595,203,2023-01
1869,2023-02-15,motherhoodtherealdeal.com,675860,223,2023-02
1870,2023-03-15,motherhoodtherealdeal.com,714098,197,2023-03
1871,2023-04-15,motherhoodtherealdeal.com,618681,227,2023-04
1872,2023-05-15,motherhoodtherealdeal.com,627372,220,2023-05
1873,2023-06-15,motherhoodtherealdeal.com,494014,329,2023-06
1874,2023-07-15,motherhoodtherealdeal.com,492459,329,2023-07
1875,2023-08-15,motherhoodtherealdeal.com,635153,216,2023-08
1876,2023-09-15,motherhoodtherealdeal.com,1412695,39,2023-09
1877,2023-10-15,motherhoodtherealdeal.com,1309843,48,2023-10
1878,2023-11-15,motherhoodtherealdeal.com,1288855,51,2023-11
1879,2023-12-15,motherhoodtherealdeal.com,1367769,40,2023-12
1880,2023-01-15,intheplayroom.co.uk,67406,6098,2023-01
1881,2023-02-15,intheplayroom.co.uk,73907,5457,2023-02
1882,2023-03-15,intheplayroom.co.uk,68558,5940,2023-03
1883,2023-04-15,intheplayroom.co.uk,94047,3508,2023-04
1884,2023-05-15,intheplayroom.co.uk,88535,3731,2023-05
1885,2023-06-15,intheplayroom.co.uk,86419,3818,2023-06
1886,2023-07-15,intheplayroom.co.uk,97611,3264,2023-07
1887,2023-08-15,intheplayroom.co.uk,100719,3169,2023-08
1888,2023-09-15,intheplayroom.co.uk,89549,3627,2023-09
1889,2023-10-15,intheplayroom.co.uk,109859,2831,2023-10
1890,2023-11-15,intheplayroom.co.uk,122917,2495,2023-11
1891,2023-12-15,intheplayroom.co.uk,110560,2829,2023-12
1892,2023-01-15,onyourjourney.co.uk,47336,9391,2023-01
1893,2023-02-15,onyourjourney.co.uk,45239,10001,2023-02
1894,2023-03-15,onyourjourney.co.uk,46610,9576,2023-03
1895,2023-04-15,onyourjourney.co.uk,60221,6116,2023-04
1896,2023-05-15,onyourjourney.co.uk,52787,7074,2023-05
1897,2023-06-15,onyourjourney.co.uk,48857,7727,2023-06
1898,2023-07-15,onyourjourney.co.uk,39208,10116,2023-07
1899,2023-08-15,onyourjourney.co.uk,39082,10279,2023-08
1900,2023-09-15,onyourjourney.co.uk,81289,4095,2023-09
1901,2023-10-15,onyourjourney.co.uk,179851,1489,2023-10
1902,2023-11-15,onyourjourney.co.uk,245147,984,2023-11
1903,2023-12-15,onyourjourney.co.uk,717944,169,2023-12
1904,2023-01-15,misstillyandme.co.uk,2508146,8,2023-01
1905,2023-02-15,misstillyandme.co.uk,3107369,4,2023-02
1906,2023-03-15,misstillyandme.co.uk,2645648,6,2023-03
1907,2023-04-15,misstillyandme.co.uk,3380284,2,2023-04
1908,2023-05-15,misstillyandme.co.uk,3818961,1,2023-05
1909,2023-06-15,misstillyandme.co.uk,2891495,3,2023-06
1910,2023-07-15,misstillyandme.co.uk,2336970,7,2023-07
1911,2023-08-15,misstillyandme.co.uk,1860857,16,2023-08
1912,2023-09-15,misstillyandme.co.uk,671726,188,2023-09
1913,2023-10-15,misstillyandme.co.uk,647564,209,2023-10
1914,2023-11-15,misstillyandme.co.uk,716725,175,2023-11
1915,2023-12-15,misstillyandme.co.uk,593979,237,2023-12
1916,2023-01-15,arthurwears.com,420752,493,2023-01
1917,2023-02-15,arthurwears.com,451663,443,2023-02
1918,2023-03-15,arthurwears.com,510140,354,2023-03
1919,2023-04-15,arthurwears.com,726287,171,2023-04
1920,2023-05-15,arthurwears.com,604898,234,2023-05
1921,2023-06-15,arthurwears.com,584007,249,2023-06
1922,2023-07-15,arthurwears.com,725030,169,2023-07
1923,2023-08-15,arthurwears.com,659718,202,2023-08
1924,2023-09-15,arthurwears.com,758012,151,2023-09
1925,2023-10-15,arthurwears.com,607744,233,2023-10
1926,2023-11-15,arthurwears.com,260294,902,2023-11
1927,2023-12-15,arthurwears.com,198594,1302,2023-12
1928,2023-01-15,blog.bay-bee.co.uk,297393,843,2023-01
1929,2023-02-15,blog.bay-bee.co.uk,295072,858,2023-02
1930,2023-03-15,blog.bay-bee.co.uk,266185,977,2023-03
1931,2023-04-15,blog.bay-bee.co.uk,372511,523,2023-04
1932,2023-05-15,blog.bay-bee.co.uk,352103,565,2023-05
1933,2023-06-15,blog.bay-bee.co.uk,414562,437,2023-06
1934,2023-07-15,blog.bay-bee.co.uk,466340,360,2023-07
1935,2023-08-15,blog.bay-bee.co.uk,498716,325,2023-08
1936,2023-09-15,blog.bay-bee.co.uk,589436,238,2023-09
1937,2023-10-15,blog.bay-bee.co.uk,525076,299,2023-10
1938,2023-11-15,blog.bay-bee.co.uk,301101,730,2023-11
1939,2023-12-15,blog.bay-bee.co.uk,257541,897,2023-12
1940,2023-01-15,conversanttraveller.com,565428,304,2023-01
1941,2023-02-15,conversanttraveller.com,498398,378,2023-02
1959,2023-01-15,marketme.co.uk,1621223,31,2023-01
1958,2023-01-15,the-willowtree.com,236602,1174,2023-01
1952,2023-01-15,sparklesandstretchmarks.com,974043,111,2023-01
1955,2023-01-15,emmaplusthree.com,386386,566,2023-01
1954,2023-01-15,midlandstraveller.com,1253592,64,2023-01
1956,2023-01-15,wannabeprincess.co.uk,2239988,11,2023-01
1953,2023-01-15,lukeosaurusandme.co.uk,523671,345,2023-01
1957,2023-01-15,suburban-mum.com,505980,366,2023-01
1960,2023-01-15,skinnedcartree.com,794523,165,2023-01
1961,2023-02-15,suburban-mum.com,461501,428,2023-02
1962,2023-02-15,marketme.co.uk,1688843,28,2023-02
1963,2023-02-15,midlandstraveller.com,1569390,35,2023-02
1964,2023-02-15,emmaplusthree.com,436082,471,2023-02
1965,2023-02-15,lukeosaurusandme.co.uk,473143,410,2023-02
1966,2023-02-15,sparklesandstretchmarks.com,1283886,60,2023-02
1967,2023-02-15,the-willowtree.com,308160,804,2023-02
1968,2023-02-15,skinnedcartree.com,849538,145,2023-02
1969,2023-02-15,wannabeprincess.co.uk,2422034,9,2023-02
1970,2023-03-15,marketme.co.uk,1870041,18,2023-03
1971,2023-03-15,suburban-mum.com,419420,488,2023-03
1972,2023-03-15,midlandstraveller.com,1126613,78,2023-03
1973,2023-03-15,skinnedcartree.com,695475,208,2023-03
1975,2023-03-15,lukeosaurusandme.co.uk,476396,396,2023-03
1974,2023-03-15,sparklesandstretchmarks.com,772391,169,2023-03
1976,2023-03-15,emmaplusthree.com,403478,519,2023-03
1977,2023-04-15,marketme.co.uk,2309036,8,2023-04
1978,2023-03-15,the-willowtree.com,240302,1132,2023-03
1979,2023-04-15,midlandstraveller.com,734938,167,2023-04
1980,2023-03-15,wannabeprincess.co.uk,2044080,14,2023-03
1981,2023-04-15,suburban-mum.com,249675,949,2023-04
1982,2023-04-15,skinnedcartree.com,945295,101,2023-04
1983,2023-04-15,lukeosaurusandme.co.uk,461855,372,2023-04
1984,2023-05-15,marketme.co.uk,1439312,36,2023-05
1985,2023-04-15,emmaplusthree.com,425188,425,2023-04
1986,2023-04-15,the-willowtree.com,365766,538,2023-04
1987,2023-04-15,sparklesandstretchmarks.com,795029,143,2023-04
1988,2023-04-15,wannabeprincess.co.uk,2982426,3,2023-04
1989,2023-05-15,midlandstraveller.com,584557,249,2023-05
1990,2023-05-15,suburban-mum.com,317131,660,2023-05
1991,2023-05-15,skinnedcartree.com,889575,115,2023-05
1992,2023-05-15,lukeosaurusandme.co.uk,414032,438,2023-05
1993,2023-06-15,marketme.co.uk,2965182,3,2023-06
1994,2023-05-15,the-willowtree.com,363561,537,2023-05
1995,2023-05-15,sparklesandstretchmarks.com,746927,160,2023-05
1996,2023-06-15,midlandstraveller.com,402046,459,2023-06
1997,2023-05-15,emmaplusthree.com,504457,319,2023-05
1998,2023-05-15,wannabeprincess.co.uk,1994416,12,2023-05
1999,2023-06-15,skinnedcartree.com,601089,236,2023-06
2000,2023-06-15,suburban-mum.com,241592,978,2023-06
2001,2023-06-15,lukeosaurusandme.co.uk,407871,448,2023-06
2002,2023-07-15,marketme.co.uk,2687649,4,2023-07
2003,2023-06-15,the-willowtree.com,223205,1095,2023-06
2004,2023-06-15,emmaplusthree.com,312071,675,2023-06
2005,2023-06-15,wannabeprincess.co.uk,2153524,10,2023-06
2006,2023-06-15,sparklesandstretchmarks.com,778944,147,2023-06
2007,2023-07-15,skinnedcartree.com,554243,270,2023-07
2008,2023-07-15,midlandstraveller.com,931075,103,2023-07
2009,2023-07-15,suburban-mum.com,259939,878,2023-07
2010,2023-07-15,lukeosaurusandme.co.uk,568987,259,2023-07
2011,2023-08-15,marketme.co.uk,2165015,10,2023-08
2012,2023-07-15,wannabeprincess.co.uk,1579249,27,2023-07
2013,2023-07-15,emmaplusthree.com,213954,1157,2023-07
2014,2023-07-15,the-willowtree.com,419545,426,2023-07
2015,2023-07-15,sparklesandstretchmarks.com,695188,181,2023-07
2016,2023-08-15,skinnedcartree.com,593790,242,2023-08
2017,2023-08-15,midlandstraveller.com,939132,102,2023-08
2018,2023-08-15,suburban-mum.com,266855,854,2023-08
2019,2023-08-15,lukeosaurusandme.co.uk,643764,211,2023-08
2020,2023-09-15,marketme.co.uk,2386527,7,2023-09
2022,2023-08-15,wannabeprincess.co.uk,1675639,22,2023-08
2021,2023-08-15,emmaplusthree.com,307977,692,2023-08
2023,2023-08-15,the-willowtree.com,408133,450,2023-08
2024,2023-08-15,sparklesandstretchmarks.com,898946,113,2023-08
2025,2023-09-15,skinnedcartree.com,507840,309,2023-09
2026,2023-09-15,lukeosaurusandme.co.uk,624602,216,2023-09
2027,2023-09-15,suburban-mum.com,456281,367,2023-09
2028,2023-09-15,midlandstraveller.com,496185,321,2023-09
2029,2023-10-15,marketme.co.uk,1801659,18,2023-10
2030,2023-09-15,emmaplusthree.com,263134,858,2023-09
2031,2023-09-15,wannabeprincess.co.uk,1532108,30,2023-09
2032,2023-09-15,the-willowtree.com,613519,222,2023-09
2033,2023-09-15,sparklesandstretchmarks.com,885371,113,2023-09
2034,2023-10-15,suburban-mum.com,563902,266,2023-10
2035,2023-10-15,skinnedcartree.com,496480,328,2023-10
2036,2023-11-15,marketme.co.uk,1677898,22,2023-11
2037,2023-10-15,emmaplusthree.com,350828,570,2023-10
2046,2023-11-15,emmaplusthree.com,366933,540,2023-11
2053,2023-12-15,emmaplusthree.com,320632,647,2023-12
2674,2023-09-15,techktimes.com,62487,5706,2023-09
2675,2023-10-15,techktimes.com,98253,3261,2023-10
2676,2023-11-15,techktimes.com,139929,2111,2023-11
2677,2023-12-15,techktimes.com,125271,2412,2023-12
2678,2023-01-15,spacecoastdaily.com,373055,597,2023-01
2679,2023-02-15,spacecoastdaily.com,308723,802,2023-02
2680,2023-03-15,spacecoastdaily.com,237260,1154,2023-03
2681,2023-04-15,spacecoastdaily.com,196681,1329,2023-04
2682,2023-05-15,spacecoastdaily.com,192673,1346,2023-05
2683,2023-06-15,spacecoastdaily.com,129284,2285,2023-06
2684,2023-07-15,spacecoastdaily.com,125718,2363,2023-07
2685,2023-08-15,spacecoastdaily.com,135257,2169,2023-08
2686,2023-09-15,spacecoastdaily.com,167824,1605,2023-09
2687,2023-10-15,spacecoastdaily.com,189139,1392,2023-10
2688,2023-11-15,spacecoastdaily.com,258733,911,2023-11
2689,2023-12-15,spacecoastdaily.com,253260,920,2023-12
2690,2023-01-15,deskrush.com,253299,1066,2023-01
2691,2023-02-15,deskrush.com,256545,1053,2023-02
2692,2023-03-15,deskrush.com,201437,1452,2023-03
2693,2023-04-15,deskrush.com,185221,1443,2023-04
2694,2023-05-15,deskrush.com,194043,1333,2023-05
2695,2023-06-15,deskrush.com,207297,1214,2023-06
2696,2023-07-15,deskrush.com,171036,1570,2023-07
2697,2023-08-15,deskrush.com,176045,1528,2023-08
2698,2023-09-15,deskrush.com,286745,756,2023-09
3372,2023-11-15,traveldailynews.com,395897,480,2023-11
3373,2023-12-15,traveldailynews.com,539245,279,2023-12
3374,2023-01-15,puretravel.com,509687,362,2023-01
3375,2023-02-15,puretravel.com,471526,413,2023-02
3376,2023-03-15,puretravel.com,505522,359,2023-03
3377,2023-04-15,puretravel.com,259168,899,2023-04
3378,2023-05-15,puretravel.com,373205,515,2023-05
3379,2023-06-15,puretravel.com,249838,932,2023-06
3380,2023-07-15,puretravel.com,592700,240,2023-07
3381,2023-08-15,puretravel.com,518728,305,2023-08
3382,2023-09-15,puretravel.com,403388,448,2023-09
3383,2023-10-15,puretravel.com,639048,215,2023-10
3384,2023-11-15,puretravel.com,522339,307,2023-11
3385,2023-12-15,puretravel.com,573189,253,2023-12
3386,2023-01-15,ourculturemag.com,73463,5475,2023-01
3387,2023-02-15,ourculturemag.com,74567,5399,2023-02
3388,2023-03-15,ourculturemag.com,80184,4889,2023-03
3389,2023-04-15,ourculturemag.com,88989,3761,2023-04
3390,2023-05-15,ourculturemag.com,100076,3190,2023-05
3391,2023-06-15,ourculturemag.com,99548,3193,2023-06
3392,2023-07-15,ourculturemag.com,101514,3105,2023-07
3393,2023-08-15,ourculturemag.com,95375,3400,2023-08
3394,2023-09-15,ourculturemag.com,141484,2016,2023-09
3395,2023-10-15,ourculturemag.com,175295,1541,2023-10
3396,2023-11-15,ourculturemag.com,168186,1657,2023-11
3397,2023-12-15,ourculturemag.com,192467,1360,2023-12
3398,2023-01-15,cubeduel.com,144291,2304,2023-01
3399,2023-02-15,cubeduel.com,131404,2617,2023-02
3400,2023-03-15,cubeduel.com,182464,1663,2023-03
3401,2023-04-15,cubeduel.com,178282,1520,2023-04
3402,2023-05-15,cubeduel.com,187681,1394,2023-05
3403,2023-06-15,cubeduel.com,183257,1437,2023-06
3404,2023-07-15,cubeduel.com,173060,1546,2023-07
3405,2023-08-15,cubeduel.com,191654,1363,2023-08
3406,2023-09-15,cubeduel.com,228545,1048,2023-09
3407,2023-10-15,cubeduel.com,335271,609,2023-10
3408,2023-11-15,cubeduel.com,343794,598,2023-11
3409,2023-12-15,cubeduel.com,436375,399,2023-12
3410,2023-01-15,houseofcoco.net,151152,2166,2023-01
3411,2023-02-15,houseofcoco.net,137615,2463,2023-02
3412,2023-03-15,houseofcoco.net,143699,2295,2023-03
3413,2023-04-15,houseofcoco.net,91708,3620,2023-04
3414,2023-05-15,houseofcoco.net,96128,3358,2023-05
3415,2023-06-15,houseofcoco.net,59707,6032,2023-06
3416,2023-07-15,houseofcoco.net,80261,4181,2023-07
3417,2023-08-15,houseofcoco.net,64718,5527,2023-08
3418,2023-09-15,houseofcoco.net,56393,6456,2023-09
3419,2023-10-15,houseofcoco.net,96538,3335,2023-10
3420,2023-11-15,houseofcoco.net,106144,3010,2023-11
3421,2023-12-15,houseofcoco.net,121824,2500,2023-12
3422,2023-01-15,tech-wonders.com,1356578,52,2023-01
3423,2023-02-15,tech-wonders.com,1730666,26,2023-02
